DBID,2SD1K-1,2SD1K-2,2SD1K-3,2SD7K-1,2SD7K-2,2SD7K-3,0.5SD1K-1,0.5SD1K-2,0.5SD1K-3,0.5SD7K-1,0.5SD7K-2,0.5SD7K-3
WBGene00009678,236,182,205,175,174,165,387,306,293,349,305,265
WBGene00009679,72,81,57,73,63,60,134,94,82,90,66,58
WBGene00009680,33,10,3,39,6,9,956,499,465,1296,521,429
WBGene00009681,86,16,4,93,15,14,2209,793,712,3158,1067,744
WBGene00009682,59,11,2,59,6,7,1013,568,459,1541,659,481
WBGene00009683,1,0,0,0,0,0,38,16,5,57,7,7
WBGene00009684,6,0,1,14,0,1,103,17,2,129,69,6
WBGene00009685,3,0,0,1,0,0,74,14,17,107,30,17
WBGene00009686,111,101,93,64,56,102,136,136,143,132,146,99
WBGene00009687,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009688,1531,1641,1127,1521,1414,1572,1655,1526,1559,1722,1616,1450
WBGene00009689,4,2,9,0,6,13,0,0,4,0,1,1
WBGene00009690,4,3,5,2,6,10,0,0,0,0,0,0
WBGene00009691,24,905,918,188,779,540,116,32,0,150,222,66
WBGene00009692,175,901,1036,173,880,896,66,169,93,224,161,70
WBGene00009693,0,0,2,0,0,0,5,0,0,9,4,0
WBGene00009695,1,0,0,8,0,0,66,37,24,75,32,20
WBGene00009696,56,80,99,37,53,75,9,25,18,1,7,16
WBGene00009697,74,83,117,46,64,71,0,21,19,1,9,6
WBGene00009698,151,156,227,88,105,130,0,3,17,0,7,6
WBGene00009700,5,8,14,7,2,9,17,6,11,17,13,9
WBGene00009701,1788,2117,2086,1701,1780,2349,1190,1889,1481,657,1459,1464
WBGene00009702,2,12,0,7,12,8,19,25,12,21,5,5
WBGene00009704,0,0,0,0,0,0,14,3,4,12,5,6
WBGene00009705,2,2,0,2,0,5,40,18,6,55,18,11
WBGene00009706,45,107,96,65,76,129,91,70,44,352,56,45
WBGene00009707,0,0,0,0,0,1,3,0,0,0,0,0
WBGene00009708,5,4,0,3,0,1,120,31,22,168,35,34
WBGene00009709,5,0,3,0,0,2,1,1,2,5,2,1
WBGene00009710,1,0,0,0,0,0,0,1,0,2,1,1
WBGene00009711,1111,1092,1155,1025,1033,1127,934,1372,1208,931,942,892
WBGene00009712,1122,1145,1012,1118,1095,1233,1208,1334,1224,1410,1200,1180
WBGene00009713,144,202,175,157,147,159,132,316,203,99,149,129
WBGene00009714,0,1,0,6,0,1,51,63,36,96,25,21
WBGene00009715,3,4,1,1,7,7,9,25,12,2,3,3
WBGene00009716,0,3,3,0,3,0,0,2,2,3,4,1
WBGene00009717,159,173,238,108,184,181,153,130,101,145,112,84
WBGene00009720,0,1,0,0,0,0,1,1,0,2,0,0
WBGene00009721,8,18,22,15,15,24,0,10,10,0,2,6
WBGene00009722,10,14,14,8,18,11,27,24,16,49,27,13
WBGene00009723,538,457,255,282,184,210,563,668,574,568,530,537
WBGene00009724,3124,2731,1531,2884,2796,2488,2176,4669,4280,1955,3068,3029
WBGene00009725,1,1,0,0,0,0,2,0,2,0,1,0
WBGene00009726,80,82,105,60,104,119,58,47,61,53,68,74
WBGene00009727,3,10,4,1,6,0,5,6,3,5,2,5
WBGene00009728,5,4,11,1,1,6,0,1,2,0,1,0
WBGene00009729,70,152,84,117,133,170,82,31,45,66,128,69
WBGene00009730,17,20,29,28,16,26,63,23,16,34,35,22
WBGene00009731,805,861,866,704,751,914,651,849,803,489,665,673
WBGene00009732,794,960,838,728,881,983,666,752,756,582,665,663
WBGene00009733,191,172,155,130,123,131,131,210,166,127,123,150
WBGene00009734,275,283,208,239,296,245,269,310,278,273,281,222
WBGene00009735,73,70,88,60,71,71,45,108,92,84,60,60
WBGene00009736,296,290,258,248,290,306,251,362,284,197,249,239
WBGene00009738,15,19,20,22,16,19,79,46,37,100,31,30
WBGene00009739,1008,1142,827,1001,1079,1218,1018,1006,1042,1150,997,1049
WBGene00009740,890,986,696,906,849,939,913,828,855,891,830,847
WBGene00009741,120,138,129,131,123,137,121,122,118,160,126,128
WBGene00009742,0,1,1,0,0,0,1,3,0,1,0,1
WBGene00009743,117,154,158,94,135,157,23,26,43,32,24,35
WBGene00009744,851,904,768,648,762,967,685,758,766,518,631,739
WBGene00009745,102,110,111,91,121,107,111,226,164,84,130,118
WBGene00009746,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00009747,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00009748,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00009749,0,0,0,0,0,0,6,3,0,12,3,1
WBGene00009750,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009751,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009752,0,0,0,1,0,1,6,0,0,15,2,1
WBGene00009753,3,0,0,3,0,0,60,30,15,91,26,15
WBGene00009754,2,2,0,3,0,2,45,43,18,64,18,20
WBGene00009755,1,1,0,3,0,0,57,27,22,64,14,10
WBGene00009756,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009757,1,0,2,1,2,3,0,0,0,0,0,0
WBGene00009758,0,0,0,0,0,0,0,0,1,3,0,0
WBGene00009759,5,1,0,2,0,1,71,72,36,83,24,23
WBGene00009760,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009761,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009762,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009763,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009764,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00009765,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009766,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00009767,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009768,1,2,1,0,0,1,2,2,3,0,1,1
WBGene00009769,366,305,329,298,287,359,307,315,328,262,308,289
WBGene00009770,1311,1493,1555,1225,1399,1801,1080,1357,1240,740,1175,1072
WBGene00009771,661,700,631,621,722,776,722,623,600,673,685,699
WBGene00009772,5879,5875,5113,5216,5556,6880,7233,5355,6651,6044,5821,5353
WBGene00009773,26,18,12,29,35,26,302,71,118,127,101,71
WBGene00009774,8,13,0,10,7,5,6,4,4,5,10,5
WBGene00009775,0,0,0,0,0,0,0,0,0,2,3,0
WBGene00009776,343,347,291,281,290,334,346,429,353,333,320,289
WBGene00009777,11,16,11,12,6,2,31,19,22,7,8,4
WBGene00009778,2,11,6,4,10,15,81,28,20,9,18,5
WBGene00009779,12,3,6,5,7,9,12,11,9,18,7,5
WBGene00009780,2,3,0,4,1,9,6,2,7,4,5,5
WBGene00009781,35,33,30,23,28,41,81,60,45,31,47,39
WBGene00009782,0,1,1,0,0,0,13,2,2,4,4,1
WBGene00009783,711,849,865,622,775,977,543,789,717,598,695,612
WBGene00009784,1039,1107,1027,906,1032,1248,678,1059,892,636,927,903
WBGene00009785,151,236,182,108,94,108,124,245,145,123,163,115
WBGene00009786,7,2,1,6,1,2,0,3,1,0,0,0
WBGene00009787,172,386,448,630,990,1069,11,41,24,97,145,173
WBGene00009788,1,1,5,2,6,0,0,0,2,1,0,0
WBGene00009789,5,11,14,7,18,14,5,6,2,6,12,3
WBGene00009790,45,55,36,39,29,43,68,83,74,65,50,50
WBGene00009791,2,0,3,1,0,0,0,4,1,4,0,0
WBGene00009793,554,638,745,470,576,833,526,515,491,296,326,310
WBGene00009796,194,170,125,142,110,125,401,301,219,227,136,103
WBGene00009797,113,111,87,137,113,174,166,145,121,247,149,129
WBGene00009798,97,43,58,67,52,53,89,74,78,81,34,27
WBGene00009799,12,12,10,15,11,21,23,8,11,13,17,13
WBGene00009800,37,33,21,18,14,20,51,45,42,34,27,31
WBGene00009801,457,550,448,526,690,864,331,564,474,757,758,592
WBGene00009802,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009803,106,77,53,109,104,88,160,115,109,138,102,94
WBGene00009804,50,61,54,59,27,40,70,140,80,52,87,52
WBGene00009805,35,10,17,21,10,11,35,44,31,21,11,4
WBGene00009806,0,0,0,0,0,2,0,1,1,1,1,0
WBGene00009807,3,2,0,4,1,0,15,5,5,6,2,3
WBGene00009808,0,0,0,0,1,0,0,0,0,3,0,0
WBGene00009809,58,52,27,55,53,54,99,118,90,110,96,77
WBGene00009810,10,4,1,4,9,3,0,4,0,2,2,0
WBGene00009811,4,4,5,11,6,10,34,7,13,61,5,12
WBGene00009812,1211,1319,1372,1086,1318,1601,1231,992,976,1288,1181,1244
WBGene00009813,127,177,241,125,204,260,433,557,430,961,449,275
WBGene00009814,1,0,0,1,1,3,3,7,2,6,5,4
WBGene00009815,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009816,27,23,31,21,29,34,29,53,24,74,25,24
WBGene00009817,0,0,2,1,0,0,0,1,0,0,0,0
WBGene00009818,29,44,43,36,72,57,31,34,19,47,18,40
WBGene00009819,1,1,1,3,3,2,5,10,3,13,5,6
WBGene00009820,102,108,148,121,111,126,86,130,117,72,113,84
WBGene00009822,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00009823,194,229,236,165,213,237,51,130,102,52,71,83
WBGene00009824,10,9,18,7,15,17,15,9,1,90,4,1
WBGene00009825,165,169,254,133,165,204,106,122,138,104,107,80
WBGene00009826,1,0,3,0,0,0,1,1,0,0,1,0
WBGene00009827,4,9,10,3,10,6,0,1,1,0,0,0
WBGene00009828,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009829,1046,1402,1207,1035,1191,1355,866,1145,1084,906,1175,1044
WBGene00009830,5,14,10,1,9,6,15,6,10,53,19,15
WBGene00009831,31,31,34,41,21,33,85,58,51,68,55,41
WBGene00009833,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00009834,275,401,424,258,394,394,98,266,292,56,184,167
WBGene00009835,3,0,1,5,5,2,89,27,20,38,14,18
WBGene00009836,0,0,0,1,0,0,0,2,0,0,0,0
WBGene00009837,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009838,1,3,3,0,2,0,8,3,0,12,1,5
WBGene00009839,16,5,8,14,7,9,27,30,26,21,26,20
WBGene00009840,28,29,18,34,20,19,60,75,70,63,50,42
WBGene00009841,4,0,0,0,2,0,1,2,6,0,0,1
WBGene00009842,10,10,9,50,53,42,18,18,8,47,29,21
WBGene00009843,15,11,11,9,3,11,16,9,4,27,10,16
WBGene00009844,0,0,0,3,0,1,1,1,1,0,0,3
WBGene00009846,10,6,7,9,3,6,59,8,9,82,19,14
WBGene00009848,9,1,2,3,8,1,23,14,4,10,11,4
WBGene00009849,1,2,5,1,2,2,0,0,0,0,0,0
WBGene00009850,24,21,15,9,11,8,30,26,24,14,13,9
WBGene00009851,440,500,663,378,432,449,213,258,261,156,181,149
WBGene00009852,12,12,11,11,17,8,11,5,4,5,4,16
WBGene00009853,2,4,0,2,0,0,0,0,0,0,1,0
WBGene00009854,6,17,5,11,6,16,30,8,10,29,17,20
WBGene00009855,3,0,0,0,3,0,3,5,0,2,3,2
WBGene00009856,0,1,0,0,0,0,1,2,2,2,1,2
WBGene00009857,0,0,0,0,1,0,28,6,1,10,6,4
WBGene00009858,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009859,0,0,0,1,0,0,12,1,0,8,7,0
WBGene00009860,0,0,0,0,0,0,1,0,0,2,2,0
WBGene00009861,58,34,98,43,50,66,0,2,11,1,5,3
WBGene00009862,45,26,51,31,33,49,25,23,26,4,12,19
WBGene00009863,5,6,6,3,4,3,0,0,0,0,0,0
WBGene00009864,6,6,7,4,7,8,0,0,1,0,1,0
WBGene00009865,17,15,11,22,22,7,55,14,5,21,24,22
WBGene00009866,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009867,1,3,1,3,2,0,4,2,0,2,2,1
WBGene00009868,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009869,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00009871,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009872,0,0,2,1,0,0,1,2,7,0,3,1
WBGene00009873,1,0,0,0,0,0,1,0,2,0,0,0
WBGene00009874,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009875,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009876,39,38,22,46,31,30,55,64,55,70,38,32
WBGene00009877,55,66,52,48,69,88,193,81,107,74,66,58
WBGene00009878,1070,1252,1169,992,1107,1325,710,1024,964,469,896,859
WBGene00009879,6,0,5,0,3,3,6,10,8,16,6,11
WBGene00009880,1255,1399,1126,1261,1276,1291,1106,1796,1439,1161,1181,1203
WBGene00009881,769,1012,877,813,874,955,748,1008,891,837,873,819
WBGene00009882,868,984,899,935,949,1006,968,1103,877,1252,1114,1029
WBGene00009883,23,39,29,32,47,38,54,45,32,68,42,47
WBGene00009884,32,11,10,68,10,6,1278,429,417,1591,603,358
WBGene00009885,54,84,48,46,63,68,77,82,72,82,70,73
WBGene00009886,183,191,139,162,167,161,495,247,253,425,257,246
WBGene00009887,11,8,12,3,6,12,8,6,23,19,13,12
WBGene00009888,1110,704,585,907,671,778,2313,1254,1385,2203,1272,1070
WBGene00009889,6,6,16,6,14,9,9,10,6,11,3,9
WBGene00009890,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00009891,0,0,0,0,0,2,0,1,0,0,2,0
WBGene00009892,1,0,0,4,3,1,2,7,7,12,14,7
WBGene00009893,2,0,0,0,0,0,27,8,4,28,3,9
WBGene00009894,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009895,1903,1065,658,2996,2532,1531,7148,3474,4103,4939,3582,2776
WBGene00009896,63,53,22,64,42,43,143,50,43,81,97,97
WBGene00009897,2710,3171,2274,2411,3191,3553,1147,1580,1589,1098,1636,1568
WBGene00009898,896,818,523,706,707,752,191,298,405,312,493,414
WBGene00009899,250,381,505,166,310,352,28,37,42,48,20,33
WBGene00009900,0,0,1,0,0,0,0,1,0,2,0,0
WBGene00009901,6,2,1,3,0,1,15,14,7,9,3,2
WBGene00009902,64,57,43,23,57,77,57,78,77,54,31,17
WBGene00009903,3,1,2,3,1,5,15,3,5,10,3,5
WBGene00009904,4,6,3,7,3,1,10,6,10,28,13,14
WBGene00009905,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009906,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009907,2,2,0,0,2,0,0,0,0,0,1,0
WBGene00009908,4,1,0,5,4,2,6,2,6,0,4,2
WBGene00009909,0,0,2,0,0,0,0,0,0,0,0,0
WBGene00009910,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009911,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009912,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009913,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009914,14,5,0,2,2,0,2,0,0,1,0,0
WBGene00009915,937,1156,1153,983,1089,1264,695,1135,1032,1103,905,844
WBGene00009916,2,6,1,1,2,0,3,2,2,8,2,1
WBGene00009917,30,12,19,23,32,27,44,27,25,41,21,26
WBGene00009918,435,480,547,447,445,528,568,807,630,625,508,458
WBGene00009919,617,748,728,556,577,779,532,665,607,406,487,573
WBGene00009920,1131,1287,1423,1122,1187,1605,1210,1228,1194,1267,1253,1217
WBGene00009921,1523,1701,1420,1353,1427,1606,1043,1414,1396,778,1210,1241
WBGene00009922,1172,1305,1301,967,1202,1629,1036,1135,1123,836,971,918
WBGene00009923,76,115,120,83,110,143,39,132,103,20,60,76
WBGene00009924,805,937,1185,733,786,1112,678,951,871,455,693,731
WBGene00009925,442,496,367,335,450,565,365,523,475,420,465,394
WBGene00009926,617,972,1402,265,754,884,14,32,25,107,65,38
WBGene00009927,20,27,14,11,14,19,9,27,19,18,14,21
WBGene00009929,25,24,21,46,42,29,46,23,14,35,24,33
WBGene00009930,268,307,352,237,301,399,130,186,206,116,214,204
WBGene00009931,1,3,1,3,3,1,4,0,1,2,4,3
WBGene00009933,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009934,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009935,17,16,11,27,40,46,30,20,27,38,20,21
WBGene00009936,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009937,590,672,621,592,597,668,564,674,709,456,603,600
WBGene00009938,8,2,1,9,3,4,111,89,64,174,68,46
WBGene00009939,400,486,547,270,425,507,33,117,144,12,48,48
WBGene00009940,587,647,502,536,576,670,481,681,568,391,541,472
WBGene00009941,2,0,0,4,0,0,56,16,21,99,42,15
WBGene00009942,0,2,3,1,2,1,9,0,2,13,6,5
WBGene00009943,64,44,59,29,15,22,140,119,80,129,64,53
WBGene00009944,615,603,657,484,466,607,552,585,558,369,408,448
WBGene00009945,250,265,253,248,334,297,202,216,186,190,250,198
WBGene00009946,274,305,277,266,261,334,203,255,281,183,216,251
WBGene00009947,81,119,76,182,331,296,94,69,88,107,59,40
WBGene00009948,11,8,5,15,1,5,239,102,62,475,137,94
WBGene00009949,3,17,7,13,4,8,6,3,7,2,3,0
WBGene00009950,2,1,2,2,1,6,0,1,2,0,0,0
WBGene00009951,79,126,148,84,100,120,24,32,45,14,46,41
WBGene00009952,2640,3096,2833,2586,3176,3267,2049,2137,2010,2021,2213,2228
WBGene00009953,70,54,76,54,89,93,65,103,74,52,39,51
WBGene00009954,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009955,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009956,3,1,0,1,0,0,86,34,19,129,31,23
WBGene00009957,1759,1307,1266,2520,1505,1542,823,1275,791,1426,1003,759
WBGene00009958,12,22,20,16,15,14,54,22,33,35,23,7
WBGene00009959,38,13,6,76,6,13,859,405,360,1260,542,351
WBGene00009960,0,0,1,3,4,4,1,2,4,0,1,2
WBGene00009961,0,1,4,0,1,2,0,1,0,1,2,1
WBGene00009962,14,8,1,18,4,9,127,67,52,159,73,49
WBGene00009963,6,6,1,134,130,61,0,0,0,0,7,0
WBGene00009964,12,12,16,132,139,93,4,2,0,10,4,0
WBGene00009965,2,3,4,2,1,3,4,9,1,5,7,3
WBGene00009966,950,991,947,835,892,975,589,1235,998,457,782,741
WBGene00009967,0,0,1,1,1,0,2,0,0,1,0,0
WBGene00009968,67,81,47,73,81,70,151,66,43,49,55,75
WBGene00009969,2,5,0,1,0,3,3,2,6,5,2,1
WBGene00009971,219,177,188,104,111,116,103,116,72,127,53,45
WBGene00009972,1,1,2,1,2,0,2,3,5,3,0,1
WBGene00009973,632,688,683,565,731,800,698,581,551,552,532,468
WBGene00009974,875,871,938,851,860,1148,878,1025,1012,680,820,843
WBGene00009975,1488,1646,1828,1325,1495,2001,1327,1581,1412,999,1405,1353
WBGene00009976,389,463,596,294,417,515,270,340,268,140,228,221
WBGene00009977,467,537,754,398,544,597,175,301,301,107,198,194
WBGene00009978,757,824,869,758,739,854,1038,1024,1013,820,812,760
WBGene00009979,4,0,3,0,1,2,0,0,0,1,0,0
WBGene00009980,783,950,799,598,792,1002,495,693,633,515,604,676
WBGene00009981,142,184,144,116,155,155,162,220,168,138,137,135
WBGene00009982,59,40,17,108,132,122,365,57,35,1440,129,162
WBGene00009983,13,37,16,22,6,29,55,5,3,402,20,13
WBGene00009984,171,135,87,85,127,70,145,726,365,146,200,168
WBGene00009985,2,0,1,1,0,0,3,0,2,0,0,1
WBGene00009986,0,0,0,1,0,0,0,0,0,0,1,0
WBGene00009987,773,875,784,707,771,865,558,838,785,468,728,695
WBGene00009988,3,6,2,2,2,12,6,19,8,1,3,4
WBGene00009990,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009991,8,0,1,7,0,4,39,17,16,13,7,0
WBGene00009992,1695,1646,1440,1557,1458,1669,1767,2153,1963,2041,1694,1538
WBGene00009993,1915,1976,1778,1740,1841,2222,2188,1817,2248,2156,1900,1738
WBGene00009994,314,409,416,321,341,388,244,352,378,173,244,233
WBGene00009995,321,357,198,330,324,361,557,914,482,366,360,379
WBGene00009996,887,925,883,784,924,1014,829,878,900,573,744,704
WBGene00009997,0,0,0,0,0,0,0,1,0,1,0,0
WBGene00009998,3,3,6,0,4,2,0,1,0,0,0,1
WBGene00009999,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00010000,468,626,552,461,538,486,161,548,478,87,273,322
WBGene00010001,88,52,39,68,36,47,384,225,225,313,95,71
WBGene00010002,853,842,939,730,778,996,638,747,646,299,594,519
WBGene00010003,2,1,0,0,1,0,9,3,7,6,4,3
WBGene00010004,1,1,0,0,2,2,4,2,4,1,0,1
WBGene00010005,0,3,2,1,9,2,0,0,0,0,0,0
WBGene00010006,772,842,903,719,840,1067,576,626,644,603,652,578
WBGene00010007,976,1290,876,1028,1230,1381,691,1045,788,1151,739,681
WBGene00010008,10,4,6,7,12,9,8,11,7,26,8,5
WBGene00010009,24,28,28,34,29,34,36,42,34,27,33,24
WBGene00010010,13,10,10,17,14,16,7,7,2,25,11,13
WBGene00010011,56,62,75,58,32,67,45,44,45,28,34,34
WBGene00010012,528,372,295,447,305,334,1066,638,785,939,543,533
WBGene00010013,1221,1200,1571,1009,1209,1796,1072,1270,1058,789,949,879
WBGene00010014,0,1,1,0,1,3,28,11,12,40,10,9
WBGene00010015,1484,1631,1394,1282,1374,1858,1504,1196,1497,1422,1449,1425
WBGene00010016,0,3,0,0,0,0,0,0,0,0,0,0
WBGene00010017,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010018,65,51,41,64,63,67,177,282,141,186,155,142
WBGene00010019,22,10,12,86,68,57,30,15,8,326,171,166
WBGene00010020,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010021,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010022,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010023,0,0,0,0,0,0,0,4,0,0,0,0
WBGene00010024,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010025,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010026,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010027,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010028,159,222,202,160,202,217,114,154,124,208,196,193
WBGene00010030,1,1,0,0,1,0,0,1,0,0,0,0
WBGene00010031,2,1,2,1,0,0,1,0,0,0,1,0
WBGene00010032,0,0,0,0,0,0,2,0,0,0,0,0
WBGene00010033,10,10,9,9,16,21,0,0,0,0,1,0
WBGene00010034,13,9,11,14,11,20,67,87,75,29,34,41
WBGene00010035,15,5,4,20,9,13,146,40,42,199,60,52
WBGene00010036,695,752,739,658,549,622,394,725,524,268,668,602
WBGene00010037,1324,1346,1528,1201,1240,1492,971,1420,1217,719,967,945
WBGene00010038,413,461,415,408,420,548,412,513,519,328,391,393
WBGene00010039,7,21,26,10,15,27,31,14,7,10,9,5
WBGene00010040,446,492,495,449,474,534,397,526,484,419,479,399
WBGene00010041,263,283,183,333,356,343,389,513,336,359,482,361
WBGene00010042,571,591,514,545,552,756,516,595,608,425,493,502
WBGene00010043,7,4,7,3,5,2,9,6,5,13,12,6
WBGene00010044,1106,1034,1161,909,880,1250,1254,1181,1150,1027,916,981
WBGene00010045,34,37,26,51,31,60,74,43,37,195,95,58
WBGene00010046,7,2,0,5,2,0,120,58,49,143,75,35
WBGene00010047,463,446,411,441,425,498,664,761,515,858,573,467
WBGene00010048,465,514,464,452,423,524,402,444,472,310,393,410
WBGene00010049,576,545,509,582,579,527,844,673,600,951,608,555
WBGene00010050,456,377,306,412,332,405,237,128,108,398,206,136
WBGene00010051,988,1147,1414,784,1085,1261,208,535,480,110,374,412
WBGene00010052,910,1142,853,975,1012,1259,1187,873,960,1020,980,932
WBGene00010053,832,874,876,720,684,974,694,757,729,478,619,637
WBGene00010054,744,801,735,598,682,844,482,747,746,354,551,578
WBGene00010055,2638,3069,2396,2294,2683,3088,1538,2354,1908,2619,2392,2718
WBGene00010056,2286,2462,2677,1991,2274,3051,2097,2242,2056,1554,1927,1899
WBGene00010057,6,23,18,18,10,22,21,15,1,10,13,12
WBGene00010058,13,28,27,12,26,28,0,5,0,2,3,0
WBGene00010059,50,70,62,49,57,62,143,57,67,79,65,60
WBGene00010060,4,3,1,0,4,0,7,5,6,6,2,4
WBGene00010061,3057,2937,2891,2587,2726,3545,2645,2831,2856,1767,2517,2495
WBGene00010062,2,3,1,3,6,7,32,27,22,4,16,4
WBGene00010063,123,114,130,74,103,107,280,302,258,106,93,52
WBGene00010064,129,238,124,116,182,230,58,61,57,90,92,78
WBGene00010065,258,250,204,222,217,224,618,829,604,892,310,308
WBGene00010066,179,192,184,122,159,185,83,158,137,41,94,99
WBGene00010067,2,3,0,1,1,0,4,2,3,0,3,4
WBGene00010068,0,0,0,0,0,0,1,0,0,3,0,0
WBGene00010069,1,0,0,1,0,0,0,1,1,4,2,1
WBGene00010070,1553,1785,1542,1602,1754,2391,4941,1606,1583,4734,2547,2168
WBGene00010071,0,0,0,0,0,1,1,0,0,0,0,0
WBGene00010072,0,0,2,2,2,1,90,31,14,89,9,2
WBGene00010073,6,7,6,12,10,5,13,11,6,12,5,3
WBGene00010074,0,0,0,0,0,0,3,3,0,0,0,1
WBGene00010075,1046,1195,1168,1014,1034,1222,710,1149,961,666,989,903
WBGene00010077,481,513,490,357,400,578,363,459,442,314,394,386
WBGene00010079,142,104,88,114,81,91,276,171,161,227,147,125
WBGene00010080,689,914,832,730,722,921,686,799,707,434,701,658
WBGene00010081,282,365,291,287,265,357,234,357,297,144,224,276
WBGene00010082,7,1,2,9,6,7,142,70,43,251,60,38
WBGene00010083,81,59,55,58,47,97,264,114,84,269,119,73
WBGene00010084,1632,1624,1128,1612,1606,1653,1778,1615,2146,2295,1872,1759
WBGene00010085,1117,1251,836,1125,1225,1420,876,971,1290,953,1189,1014
WBGene00010086,189,183,148,188,165,163,171,225,184,273,128,120
WBGene00010087,1,1,1,11,4,3,26,12,8,25,7,7
WBGene00010088,0,0,0,4,0,1,0,0,0,0,0,0
WBGene00010089,703,693,620,547,624,741,554,721,720,518,523,610
WBGene00010091,15,1,0,28,4,3,317,192,163,473,204,115
WBGene00010092,4,0,0,3,2,1,57,21,5,121,17,7
WBGene00010093,1470,1733,2148,1249,1414,1972,640,1296,1339,332,890,924
WBGene00010094,525,615,454,461,529,571,454,479,495,437,497,495
WBGene00010095,0,0,3,1,0,0,3,3,1,0,0,0
WBGene00010096,1054,1245,1186,933,1096,1298,879,1140,946,587,912,898
WBGene00010097,1819,1928,1812,1633,1881,2317,1316,1669,1586,1132,1483,1423
WBGene00010098,22,14,21,11,17,21,0,6,22,0,3,3
WBGene00010099,2,11,10,5,4,7,0,3,9,0,2,0
WBGene00010100,9,11,6,5,14,11,0,7,3,0,0,1
WBGene00010101,21,29,31,13,24,39,0,2,13,0,7,1
WBGene00010102,3,3,1,3,3,3,0,0,2,0,0,0
WBGene00010103,0,0,0,0,1,2,0,1,0,0,0,0
WBGene00010104,8,23,20,15,26,18,0,12,12,0,1,4
WBGene00010105,47,36,51,23,51,43,0,3,7,0,2,7
WBGene00010106,9,24,22,16,16,19,0,1,8,0,3,0
WBGene00010107,5,1,4,2,0,1,0,0,0,0,1,0
WBGene00010108,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00010109,40,38,41,35,37,49,87,116,73,115,44,46
WBGene00010110,31,40,24,35,22,64,34,38,33,34,45,64
WBGene00010111,113,117,100,80,80,118,202,172,159,258,149,124
WBGene00010112,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010113,807,754,908,784,672,901,844,950,857,845,870,787
WBGene00010114,2,3,0,8,0,0,88,44,27,167,48,38
WBGene00010115,223,214,196,255,329,253,231,159,165,243,166,175
WBGene00010116,80,67,57,90,79,70,161,76,79,169,103,79
WBGene00010117,567,504,515,953,996,1064,1180,488,439,1064,494,446
WBGene00010118,1,0,3,1,1,1,2,2,1,2,1,0
WBGene00010119,4,1,2,7,3,2,7,6,4,5,4,1
